test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined as $f(x) = (x-10)(x+2)$. What is the value of $f(10)$?,$0$,$12$,$20$,$120$,A,,The function is defined as $f(x) = (x-10)(x+2)$. We need to find the value of $f(10)$.,Substitute $x=10$ into the function: $f(10) = (10-10)(10+2)$.,Evaluate the expressions in each parenthesis: $(10-10) = 0$ and $(10+2) = 12$.,The expression becomes $f(10) = (0)(12)$.,"Perform the multiplication. Any number multiplied by 0 is 0. So, $f(10) = 0$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = x^2 + 2x$. What is the value of $f(5)$?,$15$,$27$,$35$,$49$,C,,The function is defined as $f(x) = x^2 + 2x$. We need to find the value of $f(5)$.,Substitute $x=5$ into the function's definition: $f(5) = (5)^2 + 2(5)$.,"According to the order of operations, evaluate the exponent first: $5^2 = 25$.",The expression becomes $f(5) = 25 + 2(5)$.,Perform the multiplication: $2(5) = 10$. The expression is now $f(5) = 25 + 10$.,"Perform the addition: $25 + 10 = 35$. Therefore, $f(5) = 35$."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = 2(x-3)^2$. What is the value of $g(1)$?,$8$,$-8$,$16$,$4$,A,,The function is defined as $g(x) = 2(x-3)^2$. We need to find the value of $g(1)$.,Substitute $x=1$ into the function: $g(1) = 2(1-3)^2$.,"First, perform the operation inside the parentheses: $1-3 = -2$.",The expression becomes $g(1) = 2(-2)^2$.,"Next, evaluate the exponent: $(-2)^2 = 4$.","Finally, perform the multiplication: $2(4) = 8$. Therefore, $g(1) = 8$."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = \frac{50}{x-3}$. What is the value of $h(13)$?,$2.5$,$3.125$,$4$,$5$,D,,The function is defined as $h(x) = \frac{50}{x-3}$. We need to find the value of $h(13)$.,Substitute $x=13$ into the function: $h(13) = \frac{50}{13-3}$.,Perform the subtraction in the denominator: $13-3=10$.,The expression becomes $h(13) = \frac{50}{10}$.,"Perform the division: $50 \div 10 = 5$. Therefore, $h(13) = 5$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $p$ is defined by $p(t) = 3 + \sqrt{4t}$. What is the value of $p(9)$?,$9$,$15$,$18$,$39$,A,,The function is defined as $p(t) = 3 + \sqrt{4t}$. We need to find the value of $p(9)$.,Substitute $t=9$ into the function: $p(9) = 3 + \sqrt{4(9)}$.,"First, perform the multiplication inside the square root: $4(9) = 36$.",The expression becomes $p(9) = 3 + \sqrt{36}$.,Calculate the square root: $\sqrt{36} = 6$.,"The expression is now $p(9) = 3 + 6$. Perform the addition: $3+6=9$. Therefore, $p(9) = 9$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = x^3 - 4x$. What is the value of $f(3)$?,$3$,$15$,$21$,$24$,B,,The function is defined as $f(x) = x^3 - 4x$. We need to find the value of $f(3)$.,Substitute $x=3$ into the function's definition: $f(3) = (3)^3 - 4(3)$.,Evaluate the exponent: $3^3 = 27$.,Evaluate the multiplication: $4(3) = 12$.,The expression becomes $f(3) = 27 - 12$.,"Perform the subtraction: $27 - 12 = 15$. Therefore, $f(3) = 15$."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = 100(\frac{1}{2})^x$. What is the value of $g(3)$?,$12.5$,$25$,$50$,$150$,A,,The function is defined as $g(x) = 100(\frac{1}{2})^x$. We need to find the value of $g(3)$.,Substitute $x=3$ into the function: $g(3) = 100(\frac{1}{2})^3$.,Evaluate the exponent first: $(\frac{1}{2})^3 = \frac{1^3}{2^3} = \frac{1}{8}$.,The expression becomes $g(3) = 100(\frac{1}{8})$.,Perform the multiplication: $100 \times \frac{1}{8} = \frac{100}{8} = 12.5$.,"Therefore, $g(3) = 12.5$."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = |x^2 - 20|$. What is the value of $h(4)$?,$-4$,$4$,$12$,$36$,B,,The function is defined as $h(x) = |x^2 - 20|$. We need to find the value of $h(4)$.,Substitute $x=4$ into the function: $h(4) = |(4)^2 - 20|$.,Evaluate the exponent inside the absolute value bars: $4^2 = 16$.,The expression becomes $h(4) = |16 - 20|$.,Perform the subtraction inside the absolute value bars: $16 - 20 = -4$. The expression becomes $h(4) = |-4|$.,"The absolute value of -4 is 4. Therefore, $h(4) = 4$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = (\frac{x}{2})^3$. What is the value of $f(4)$?,$2$,$8$,$16$,$32$,B,,The function is defined as $f(x) = (\frac{x}{2})^3$. We need to find the value of $f(4)$.,Substitute $x=4$ into the function: $f(4) = (\frac{4}{2})^3$.,"First, perform the division inside the parentheses: $4 \div 2 = 2$.",The expression becomes $f(4) = (2)^3$.,"Evaluate the exponent: $2^3 = 8$. Therefore, $f(4) = 8$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $k$ is defined by $k(x) = 100 - 2^x$. What is the value of $k(5)$?,$32$,$68$,$90$,$98$,B,,The function is defined as $k(x) = 100 - 2^x$. We need to find the value of $k(5)$.,Substitute $x=5$ into the function definition: $k(5) = 100 - 2^5$.,"First, evaluate the exponent: $2^5 = 32$.",The expression becomes $k(5) = 100 - 32$.,"Perform the subtraction: $100 - 32 = 68$. Therefore, $k(5) = 68$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(y) = y^2(10-y)$. What is the value of $f(3)$?,$21$,$30$,$42$,$63$,D,,The function is defined as $f(y) = y^2(10-y)$. We need to find the value of $f(3)$.,Substitute $y=3$ into the function: $f(3) = (3)^2(10-3)$.,Evaluate the terms inside the parentheses first: $(10-3) = 7$.,Evaluate the exponent: $(3)^2 = 9$.,The expression becomes $f(3) = 9(7)$.,"Perform the multiplication: $9 \times 7 = 63$. Therefore, $f(3) = 63$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = -x^2 + 10$. What is the value of $f(-3)$?,$-19$,$1$,$16$,$19$,B,,The function is defined as $f(x) = -x^2 + 10$. We need to find the value of $f(-3)$.,Substitute $x=-3$ into the function: $f(-3) = -(-3)^2 + 10$.,"According to the order of operations, evaluate the exponent first. $(-3)^2 = 9$.",The expression becomes $f(-3) = -(9) + 10$.,This simplifies to $f(-3) = -9 + 10$.,"Perform the addition: $-9 + 10 = 1$. Therefore, $f(-3) = 1$."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = x(x+5)$. What is the value of $g(3)$?,$14$,$24$,$30$,$45$,B,,The function is defined as $g(x) = x(x+5)$. We need to find the value of $g(3)$.,Substitute $x=3$ into the function: $g(3) = 3(3+5)$.,"First, evaluate the expression inside the parentheses: $3+5 = 8$.",The expression becomes $g(3) = 3(8)$.,"Perform the multiplication: $3 \times 8 = 24$. Therefore, $g(3) = 24$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = \frac{2}{x} + 5$. What is the value of $f(0.5)$?,$5.4$,$6$,$7$,$9$,D,,The function is defined as $f(x) = \frac{2}{x} + 5$. We need to find the value of $f(0.5)$.,Substitute $x=0.5$ into the function: $f(0.5) = \frac{2}{0.5} + 5$.,Perform the division first: $2 \div 0.5 = 4$.,The expression becomes $f(0.5) = 4 + 5$.,"Perform the addition: $4 + 5 = 9$. Therefore, $f(0.5) = 9$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = 30 - 3x^2$. What is the value of $h(3)$?,$3$,$12$,$21$,$27$,A,,The function is defined as $h(x) = 30 - 3x^2$. We need to find the value of $h(3)$.,Substitute $x=3$ into the function definition: $h(3) = 30 - 3(3)^2$.,"According to the order of operations, evaluate the exponent first: $3^2 = 9$.",The expression becomes $h(3) = 30 - 3(9)$.,"Next, perform the multiplication: $3(9) = 27$. The expression is now $h(3) = 30 - 27$.","Finally, perform the subtraction: $30 - 27 = 3$. Therefore, $h(3) = 3$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 1 + \sqrt{x-3}$. What is the value of $f(19)$?,$4$,$5$,$17$,$20$,B,,The function is defined as $f(x) = 1 + \sqrt{x-3}$. We need to find the value of $f(19)$.,Substitute $x=19$ into the function: $f(19) = 1 + \sqrt{19-3}$.,"First, perform the subtraction inside the square root: $19 - 3 = 16$.",The expression becomes $f(19) = 1 + \sqrt{16}$.,Calculate the square root: $\sqrt{16} = 4$.,"The expression is now $f(19) = 1 + 4$. Perform the addition: $1+4=5$. Therefore, $f(19) = 5$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 3x^2$. For which positive value of $x$ is $f(x) = 75$?,$3$,$5$,$12.5$,$25$,B,,The function is defined as $f(x) = 3x^2$. We are given that $f(x) = 75$.,Set the expression for $f(x)$ equal to 75: $3x^2 = 75$.,"To solve for $x$, first isolate the $x^2$ term by dividing both sides of the equation by 3: $x^2 = \frac{75}{3}$.",Simplify the right side: $x^2 = 25$.,Take the square root of both sides to find $x$: $x = \pm \sqrt{25}$.,"This gives two possible solutions, $x=5$ and $x=-5$. The question asks for the positive value of $x$, which is 5."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = (x-2)^3$. For which value of $x$ is $g(x) = 64$?,$4$,$6$,$10$,$22$,B,,The function is defined as $g(x) = (x-2)^3$. We are given that $g(x) = 64$.,Set the expression for $g(x)$ equal to 64: $(x-2)^3 = 64$.,"To solve for $x$, take the cube root of both sides of the equation: $\sqrt[3${(x-2)^3} = \sqrt[3${64}$.","This simplifies to $x-2 = 4$, because $4^3 = 64$.","To isolate $x$, add 2 to both sides of the equation: $x = 4 + 2$.","Perform the addition: $x = 6$. Therefore, the value of $x$ is 6."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = 2\sqrt{x}$. For which value of $x$ is $h(x) = 10$?,$5$,$10$,$25$,$100$,C,,The function is defined as $h(x) = 2\sqrt{x}$. We are given that $h(x) = 10$.,Set the expression for $h(x)$ equal to 10: $2\sqrt{x} = 10$.,"To solve for $x$, first isolate the $\sqrt{x}$ term by dividing both sides by 2: $\sqrt{x} = \frac{10}{2}$.",Simplify the right side: $\sqrt{x} = 5$.,"To find $x$, square both sides of the equation: $(\sqrt{x})^2 = 5^2$.",Simplify both sides: $x = 25$. So the value of $x$ is 25.
Math,Advanced Math,Nonlinear functions,Easy,The function $p$ is defined by $p(t) = 2^t + 1$. For which value of $t$ is $p(t) = 17$?,$3$,$4$,$8$,$16$,B,,The function is defined as $p(t) = 2^t + 1$. We are given that $p(t) = 17$.,Set the expression for $p(t)$ equal to 17: $2^t + 1 = 17$.,"To solve for $t$, first isolate the $2^t$ term by subtracting 1 from both sides: $2^t = 17 - 1$.",Simplify the right side: $2^t = 16$.,"To find $t$, we need to determine what power of 2 equals 16. We know that $2^1=2$, $2^2=4$, $2^3=8$, and $2^4=16$.","Therefore, $t=4$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = \frac{100}{x^2}$. For which positive value of $x$ is $f(x) = 4$?,$2$,$5$,$10$,$25$,B,,The function is defined as $f(x) = \frac{100}{x^2}$. We are given that $f(x) = 4$.,Set the expression for $f(x)$ equal to 4: $\frac{100}{x^2} = 4$.,"To solve for $x$, multiply both sides of the equation by $x^2$: $100 = 4x^2$.","To isolate the $x^2$ term, divide both sides by 4: $\frac{100}{4} = x^2$.",Simplify the left side: $25 = x^2$. Take the square root of both sides: $x = \pm \sqrt{25}$.,"This gives two solutions, $x=5$ and $x=-5$. The question asks for the positive value, which is 5."
Math,Advanced Math,Nonlinear functions,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 3 \\ \hline 1 & 4 \\ \hline 2 & 7 \\ \hline \end{tabular} \\ Which of the following defines $f$?,$f(x) = x+3$,$f(x) = 2x+3$,$f(x) = x^2+3$,$f(x) = x^3+3$,C,,We need to find a function definition that matches all the input-output pairs in the table.,"Let's test the options with the point $(x=2, f(x)=7)$.\nOption A: $f(2) = 2+3 = 5 \neq 7$. Incorrect.\nOption B: $f(2) = 2(2)+3 = 7$. This works.\nOption C: $f(2) = 2^2+3 = 4+3 = 7$. This also works.\nOption D: $f(2) = 2^3+3 = 8+3 = 11 \neq 7$. Incorrect.","Since both B and C work for $x=2$, we must test another point, for example $(x=1, f(x)=4)$.",Test Option B: $f(1) = 2(1)+3 = 5 \neq 4$. Incorrect.,Test Option C: $f(1) = 1^2+3 = 1+3 = 4$. This works.,"Let's check the last point for Option C: $f(0) = 0^2+3 = 3$. This works. Therefore, $f(x)=x^2+3$ is the correct function."
Math,Advanced Math,Nonlinear functions,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 1 & 5 \\ \hline 2 & 20 \\ \hline 3 & 45 \\ \hline \end{tabular} \\ Which of the following defines $f$?,$f(x) = x+4$,$f(x) = 5x^2$,$f(x) = x^2+4$,$f(x) = 5^x$,B,,We need to find a function definition that matches all the input-output pairs in the table.,"Let's test the options using the point $(x=2, f(x)=20)$.\nOption A: $f(2) = 2+4 = 6 \neq 20$. Incorrect.\nOption B: $f(2) = 5(2)^2 = 5(4) = 20$. This works.\nOption C: $f(2) = 2^2+4 = 4+4 = 8 \neq 20$. Incorrect.\nOption D: $f(2) = 5^2 = 25 \neq 20$. Incorrect.","Only Option B works for the point $(2, 20)$.","To be sure, let's check the other points with Option B, $f(x)=5x^2$.",For $x=1$: $f(1) = 5(1)^2 = 5(1) = 5$. This matches the table.,"For $x=3$: $f(3) = 5(3)^2 = 5(9) = 45$. This also matches the table. Therefore, $f(x)=5x^2$ is the correct function."
Math,Advanced Math,Nonlinear functions,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 1 & 20 \\ \hline 2 & 10 \\ \hline 4 & 5 \\ \hline \end{tabular} \\ Which of the following defines $f$?,$f(x) = 21-x$,$f(x) = 30-10x$,$f(x) = \frac{20}{x}$,$f(x) = \frac{40}{x^2}$,C,,We need to find a function definition that matches all the input-output pairs in the table.,"Let's test the options using the point $(x=2, f(x)=10)$.\nOption A: $f(2) = 21-2 = 19 \neq 10$. Incorrect.\nOption B: $f(2) = 30-10(2) = 30-20 = 10$. This works.\nOption C: $f(2) = \frac{20}{2} = 10$. This also works.\nOption D: $f(2) = \frac{40}{2^2} = \frac{40}{4} = 10$. This also works.","Since options B, C, and D work for $x=2$, we must test another point, for example $(x=4, f(x)=5)$.",Test Option B: $f(4) = 30-10(4) = 30-40 = -10 \neq 5$. Incorrect.,Test Option C: $f(4) = \frac{20}{4} = 5$. This works.,"Test Option D: $f(4) = \frac{40}{4^2} = \frac{40}{16} = 2.5 \neq 5$. Incorrect. Therefore, $f(x)=\frac{20}{x}$ is the correct function."
Math,Advanced Math,Nonlinear functions,Easy,"The graph of $y=x^3 - 2x^2 + 7$ in the xy-plane intersects the y-axis at the point $(0, c)$. What is the value of $c$?",$-2$,$0$,$5$,$7$,D,,The y-intercept of a graph is the point where it crosses the y-axis.,"At any point on the y-axis, the x-coordinate is 0.","To find the y-intercept, we need to find the value of y when $x=0$.",Substitute $x=0$ into the equation $y = x^3 - 2x^2 + 7$: $y = (0)^3 - 2(0)^2 + 7$.,"Simplify the expression: $y = 0 - 2(0) + 7$, which gives $y = 0 - 0 + 7 = 7$.","The point of intersection is $(0, 7)$. Since the point is given as $(0, c)$, the value of $c$ is $7$."
Math,Advanced Math,Nonlinear functions,Easy,A parabola with equation $y = (x-4)^2 + 1$ is graphed in the xy-plane. What are the coordinates of its vertex?,"$(-4, 1)$","$(4, 1)$","$(1, 4)$","$(16, 1)$",B,,"The equation of the parabola is given in vertex form, which is $y = a(x-h)^2 + k$.","In this form, the coordinates of the vertex are $(h, k)$.",The given equation is $y = (x-4)^2 + 1$.,"By comparing the given equation to the vertex form, we can identify the values of $h$ and $k$.","We have $h=4$ and $k=1$. Note that the form has $(x-h)$, so a minus sign in the equation corresponds to a positive value for $h$.","Therefore, the coordinates of the vertex are $(4, 1)$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 4x^2 - 7$. What is the value of $f(3)$?,$17$,$29$,$41$,$137$,B,,The function is defined as $f(x) = 4x^2 - 7$. We need to find the value of $f(3)$.,Substitute $x=3$ into the function's definition: $f(3) = 4(3)^2 - 7$.,"According to the order of operations, evaluate the exponent first: $3^2 = 9$.",The expression becomes $f(3) = 4(9) - 7$.,Perform the multiplication: $4(9) = 36$. The expression is now $f(3) = 36 - 7$.,"Perform the subtraction: $36 - 7 = 29$. Therefore, $f(3) = 29$."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = 2x^3 + 1$. What is the value of $g(5)$?,$31$,$151$,$251$,$1001$,C,,The function is defined as $g(x) = 2x^3 + 1$. We need to find the value of $g(5)$.,Substitute $x=5$ into the function's definition: $g(5) = 2(5)^3 + 1$.,Evaluate the exponent first: $5^3 = 5 \times 5 \times 5 = 125$.,The expression becomes $g(5) = 2(125) + 1$.,Perform the multiplication: $2 \times 125 = 250$. The expression is now $g(5) = 250 + 1$.,"Perform the addition: $250 + 1 = 251$. Therefore, $g(5) = 251$."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(t) = 50 - |t - 20|$. What is the value of $h(5)$?,$15$,$35$,$65$,$85$,B,,The function is defined as $h(t) = 50 - |t - 20|$. We need to find the value of $h(5)$.,Substitute $t=5$ into the function: $h(5) = 50 - |5 - 20|$.,Perform the subtraction inside the absolute value bars: $5 - 20 = -15$.,The expression becomes $h(5) = 50 - |-15|$.,Evaluate the absolute value: $|-15| = 15$. The expression becomes $h(5) = 50 - 15$.,"Perform the subtraction: $50 - 15 = 35$. Therefore, $h(5) = 35$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = \sqrt{x^2 + 16}$. What is the value of $f(3)$?,$3$,$4$,$5$,$7$,C,,The function is defined as $f(x) = \sqrt{x^2 + 16}$. We need to find the value of $f(3)$.,Substitute $x=3$ into the function: $f(3) = \sqrt{(3)^2 + 16}$.,Evaluate the exponent inside the square root: $3^2 = 9$.,The expression becomes $f(3) = \sqrt{9 + 16}$.,Perform the addition inside the square root: $9 + 16 = 25$. The expression becomes $f(3) = \sqrt{25}$.,"Calculate the square root: $\sqrt{25} = 5$. Therefore, $f(3) = 5$."
Math,Advanced Math,Nonlinear functions,Easy,The function $p$ is defined by $p(t) = (t-5)^2 + 10$. What is the value of $p(2)$?,$1$,$19$,$49$,$59$,B,,The function is defined as $p(t) = (t-5)^2 + 10$. We need to find the value of $p(2)$.,Substitute $t=2$ into the function: $p(2) = (2-5)^2 + 10$.,Perform the subtraction inside the parentheses: $2 - 5 = -3$.,The expression becomes $p(2) = (-3)^2 + 10$.,Evaluate the exponent: $(-3)^2 = 9$. The expression is now $p(2) = 9 + 10$.,"Perform the addition: $9 + 10 = 19$. Therefore, $p(2) = 19$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = x^2 + 11$. For which positive value of $x$ is $f(x) = 60$?,$6$,$7$,$49$,$71$,B,,The function is defined as $f(x) = x^2 + 11$. We are given that $f(x) = 60$.,Set the expression for $f(x)$ equal to 60: $x^2 + 11 = 60$.,"To solve for $x$, isolate the $x^2$ term by subtracting 11 from both sides: $x^2 = 60 - 11$.",Simplify the right side: $x^2 = 49$.,"Take the square root of both sides to find $x$: $x = \pm \sqrt{49}$, which gives $x=7$ or $x=-7$.","The question asks for the positive value of $x$, which is 7."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = x^3 - 10$. For which value of $x$ is $g(x) = 115$?,$5$,$10$,$15$,$12.5$,A,,The function is defined as $g(x) = x^3 - 10$. We are given that $g(x) = 115$.,Set the expression for $g(x)$ equal to 115: $x^3 - 10 = 115$.,"To solve for $x$, isolate the $x^3$ term by adding 10 to both sides: $x^3 = 115 + 10$.",Simplify the right side: $x^3 = 125$.,"To find $x$, take the cube root of both sides: $x = \sqrt[3${125}$.","The cube root of 125 is 5, since $5 \times 5 \times 5 = 125$. Therefore, $x=5$."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = 10 + \sqrt{x}$. For which value of $x$ is $h(x) = 18$?,$4$,$8$,$28$,$64$,D,,The function is defined as $h(x) = 10 + \sqrt{x}$. We are given that $h(x) = 18$.,Set the expression for $h(x)$ equal to 18: $10 + \sqrt{x} = 18$.,"To solve for $x$, first isolate the $\sqrt{x}$ term by subtracting 10 from both sides: $\sqrt{x} = 18 - 10$.",Simplify the right side: $\sqrt{x} = 8$.,"To find $x$, square both sides of the equation: $(\sqrt{x})^2 = 8^2$.",Simplify both sides: $x = 64$. So the value of $x$ is 64.
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 3^x - 1$. For which value of $x$ is $f(x) = 80$?,$3$,$4$,$9$,$27$,B,,The function is defined as $f(x) = 3^x - 1$. We are given that $f(x) = 80$.,Set the expression for $f(x)$ equal to 80: $3^x - 1 = 80$.,"To solve for $x$, isolate the $3^x$ term by adding 1 to both sides: $3^x = 80 + 1$.",Simplify the right side: $3^x = 81$.,"To find $x$, we need to determine what power of 3 equals 81. We know $3^1=3$, $3^2=9$, $3^3=27$, and $3^4=81$.","Therefore, $x=4$."
Math,Advanced Math,Nonlinear functions,Easy,The table shown includes some values for the function $f$. \\ \begin{tabular}{|c|c|} \hline $x$ & $f(x)$ \\ \hline 0 & 0 \\ \hline 1 & 4 \\ \hline 2 & 16 \\ \hline \end{tabular} \\ Which of the following defines $f$?,$f(x) = 4x$,$f(x) = x+4$,$f(x) = x^4$,$f(x) = 4x^2$,D,,We need to find a function definition that matches all the input-output pairs in the table.,"Let's test the options with the point $(x=1, f(x)=4)$.\nOption A: $f(1) = 4(1) = 4$. This works.\nOption B: $f(1) = 1+4 = 5 \neq 4$. Incorrect.\nOption C: $f(1) = 1^4 = 1 \neq 4$. Incorrect.\nOption D: $f(1) = 4(1)^2 = 4 \neq 4$. This works.","Since options A and D work for $x=1$, we must test another point, for example $(x=2, f(x)=16)$.",Test Option A: $f(2) = 4(2) = 8 \neq 16$. Incorrect.,Test Option D: $f(2) = 4(2)^2 = 4(4) = 16$. This works.,"Let's check the last point for Option D: $f(0) = 4(0)^2 = 0$. This also works. Therefore, $f(x)=4x^2$ is the correct function."
Math,Advanced Math,Nonlinear functions,Easy,The table shown includes some values for the function $h$. \\ \begin{tabular}{|c|c|} \hline $x$ & $h(x)$ \\ \hline 1 & 10 \\ \hline 2 & 5 \\ \hline 5 & 2 \\ \hline \end{tabular} \\ Which of the following defines $h$?,$h(x) = 11-x$,$h(x) = 15-5x$,$h(x) = \frac{10}{x}$,$h(x) = \frac{20}{x+1}$,C,,We need to find a function definition that matches all the input-output pairs in the table.,"Let's test the options using the point $(x=2, h(x)=5)$.\nOption A: $h(2) = 11-2 = 9 \neq 5$. Incorrect.\nOption B: $h(2) = 15-5(2) = 15-10 = 5$. This works.\nOption C: $h(2) = \frac{10}{2} = 5$. This also works.\nOption D: $h(2) = \frac{20}{2+1} = \frac{20}{3} \neq 5$. Incorrect.","Since options B and C work for $x=2$, we must test another point, for example $(x=5, h(x)=2)$.",Test Option B: $h(5) = 15-5(5) = 15-25 = -10 \neq 2$. Incorrect.,Test Option C: $h(5) = \frac{10}{5} = 2$. This works.,"Let's check the last point for Option C: $h(1) = \frac{10}{1} = 10$. This also works. Therefore, $h(x)=\frac{10}{x}$ is the correct function."
Math,Advanced Math,Nonlinear functions,Easy,"The graph of $y = 3x^2 - 7x + 2$ in the xy-plane intersects the y-axis at the point $(0, k)$. What is the value of $k$?",$-7$,$0$,$2$,$3$,C,,The y-intercept of a graph is the point where the graph crosses the y-axis.,"At any point on the y-axis, the x-coordinate is always 0.","To find the y-intercept, we substitute $x=0$ into the equation of the function.",Substitute $x=0$ into $y = 3x^2 - 7x + 2$: $y = 3(0)^2 - 7(0) + 2$.,Simplify the expression: $y = 3(0) - 0 + 2 = 0 - 0 + 2 = 2$.,"The point of intersection is $(0, 2)$. Since the point is given as $(0, k)$, the value of $k$ must be 2."
Math,Advanced Math,Nonlinear functions,Easy,A parabola with equation $y = (x+5)^2 - 2$ is graphed in the xy-plane. What are the coordinates of its vertex?,"$(5, -2)$","$(-5, -2)$","$(5, 2)$","$(-5, 2)$",B,,The equation of a parabola in vertex form is $y = a(x-h)^2 + k$.,"In this standard form, the coordinates of the vertex are given by the point $(h, k)$.",The given equation is $y = (x+5)^2 - 2$.,We can rewrite the given equation to match the standard form: $y = (x - (-5))^2 + (-2)$.,"By comparing $y = (x - (-5))^2 + (-2)$ to $y = a(x-h)^2 + k$, we can see that $h = -5$ and $k = -2$.","Therefore, the coordinates of the vertex are $(-5, -2)$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 50(2^x)$. What is the value of $f(4)$?,$200$,$400$,$800$,$1600$,C,,The function is defined as $f(x) = 50(2^x)$. We need to find the value of $f(4)$.,Substitute $x=4$ into the function: $f(4) = 50(2^4)$.,Evaluate the exponent first: $2^4 = 2 \times 2 \times 2 \times 2 = 16$.,The expression becomes $f(4) = 50(16)$.,Perform the multiplication: $50 \times 16 = 800$.,"Therefore, $f(4) = 800$."
Math,Advanced Math,Nonlinear functions,Easy,The function $g$ is defined by $g(x) = x^2 + 5x$. What is the value of $g(4)$?,$24$,$36$,$41$,$81$,B,,The function is defined as $g(x) = x^2 + 5x$. We need to find the value of $g(4)$.,Substitute $x=4$ into the function's definition: $g(4) = (4)^2 + 5(4)$.,"Evaluate the terms according to the order of operations. First, the exponent: $4^2 = 16$.","Next, the multiplication: $5(4) = 20$.",The expression becomes $g(4) = 16 + 20$.,"Perform the addition: $16 + 20 = 36$. Therefore, $g(4) = 36$."
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = 200 - x^3$. What is the value of $f(5)$?,$75$,$125$,$185$,$195$,A,,The function is defined as $f(x) = 200 - x^3$. We need to find the value of $f(5)$.,Substitute $x=5$ into the function's definition: $f(5) = 200 - (5)^3$.,Evaluate the exponent first: $5^3 = 125$.,The expression becomes $f(5) = 200 - 125$.,Perform the subtraction: $200 - 125 = 75$.,"Therefore, $f(5) = 75$."
Math,Advanced Math,Nonlinear functions,Easy,The function $h$ is defined by $h(x) = (\frac{x}{3})^2$. What is the value of $h(12)$?,$4$,$8$,$16$,$48$,C,,The function is defined as $h(x) = (\frac{x}{3})^2$. We need to find the value of $h(12)$.,Substitute $x=12$ into the function: $h(12) = (\frac{12}{3})^2$.,"First, perform the division inside the parentheses: $12 \div 3 = 4$.",The expression becomes $h(12) = (4)^2$.,"Evaluate the exponent: $4^2 = 16$. Therefore, $h(12) = 16$.",
Math,Advanced Math,Nonlinear functions,Easy,The function $f$ is defined by $f(x) = (x+2)^2$. For which value of $x$ is $f(x) = 100$?,$6$,$8$,$10$,$12$,B,,The function is defined as $f(x) = (x+2)^2$. We are given that $f(x) = 100$.,Set the expression for $f(x)$ equal to 100: $(x+2)^2 = 100$.,Take the square root of both sides: $\sqrt{(x+2)^2} = \pm\sqrt{100}$.,This simplifies to $x+2 = \pm 10$.,This gives two separate equations: $x+2 = 10$ or $x+2 = -10$.,"Solving the first equation gives $x = 8$. Solving the second gives $x=-12$. Of the choices provided, only 8 is an option."
