test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The quadratic equation $x^2+mx+n=0$ has solutions $\alpha$ and $\beta$. A second quadratic equation $x^2+px+q=0$ has solutions $\alpha+2$ and $\beta+2$. Which of the following correctly expresses $p$ in terms of $m$?,$p=m-4$,$p=m+4$,$p=m-2$,$p=m+2$,A,,"For the first quadratic equation, $x^2+mx+n=0$, with solutions $\alpha$ and $\beta$, Vieta's formulas state that the sum of the solutions is $\alpha + \beta = -m$.","For the second quadratic equation, $x^2+px+q=0$, with solutions $\alpha+2$ and $\beta+2$, the sum of the solutions is $(\alpha+2) + (\beta+2)$.","According to Vieta's formulas for the second equation, the sum of its solutions is also equal to $-p$.","Therefore, we can set the two expressions for the sum of the second equation's roots equal to each other: $-p = (\alpha+2) + (\beta+2)$.",Rearrange the terms: $-p = (\alpha+\beta) + 4$.,"From step 1, we know that $\alpha+\beta = -m$. Substitute this into the equation from step 5: $-p = -m+4$. Multiply by -1 to solve for $p$: $p = m-4$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$4x^2 - 12x - 1 = 0$ What is the value of $(x-\frac{3}{2})^2$ for a solution $x$ to the given equation?,$2$,$\frac{5}{2}$,$3$,$\frac{7}{2}$,B,,The question asks for the value of an expression that resembles the completed square form of a quadratic. We can solve this by completing the square for the given equation.,Start with the equation $4x^2 - 12x - 1 = 0$. Move the constant term to the right side: $4x^2 - 12x = 1$.,"To make the coefficient of $x^2$ equal to 1, divide the entire equation by 4: $x^2 - 3x = \frac{1}{4}$.","To complete the square, take half of the coefficient of the $x$ term, square it, and add it to both sides. The coefficient of $x$ is -3. Half of -3 is $-\frac{3}{2}$, and $(-\frac{3}{2})^2 = \frac{9}{4}$.",Add $\frac{9}{4}$ to both sides: $x^2 - 3x + \frac{9}{4} = \frac{1}{4} + \frac{9}{4}$.,The left side is now a perfect square trinomial: $(x-\frac{3}{2})^2 = \frac{10}{4}$. Simplifying the right side gives $(x-\frac{3}{2})^2 = \frac{5}{2}$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$x^2+y^2=k$ 
$x+y=2$ 
In the system of equations above, $k$ is a constant. The system has exactly one distinct real solution $(x,y)$. What is the value of $k$?",,,,,2,2,"To solve the system, use substitution. From the second equation, express $y$ in terms of $x$: $y=2-x$.",Substitute this expression for $y$ into the first equation: $x^2 + (2-x)^2 = k$.,Expand the term $(2-x)^2$: $x^2 + (4 - 4x + x^2) = k$.,"Combine like terms and write the equation in standard quadratic form $ax^2+bx+c=0$: $2x^2 - 4x + 4 - k = 0$. For this problem, the constant term is $(4-k)$.","The system has exactly one solution, which means this quadratic equation for $x$ must have exactly one solution. This occurs when the discriminant, $b^2-4ac$, is zero.","Here $a=2, b=-4, c=4-k$. Set the discriminant to zero: $(-4)^2 - 4(2)(4-k) = 0$. This simplifies to $16 - 8(4-k) = 0$, so $16 - 32 + 8k = 0$, which gives $-16 + 8k = 0$. Solving for $k$ yields $8k=16$, or $k=2$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$\frac{3}{x-2} - \frac{4}{x-1} = \frac{1}{x^2-3x+2}$ What value of $x$ is the solution to the equation above?,$-4$,$-1$,$1$,$4$,D,,"First, factor the denominator on the right side of the equation: $x^2-3x+2 = (x-2)(x-1)$.",The equation becomes $\frac{3}{x-2} - \frac{4}{x-1} = \frac{1}{(x-2)(x-1)}$. Note that $x \neq 1$ and $x \neq 2$.,"Multiply every term in the equation by the least common denominator, which is $(x-2)(x-1)$, to eliminate the fractions.",The equation becomes $3(x-1) - 4(x-2) = 1$.,Distribute the constants on the left side: $3x-3 - 4x+8 = 1$.,"Combine like terms to solve for $x$: $-x + 5 = 1$. Subtracting 5 from both sides gives $-x = -4$, so $x=4$. This solution does not violate the domain restrictions."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$y = x^2 - 2x - 3$ 
$y = -x^2 + 4x + 5$ 
The graphs of the equations in the system above intersect at the points $(x_1, y_1)$ and $(x_2, y_2)$. What is the value of $x_1+x_2$?",$-3$,$2$,$3$,$6$,C,,"To find the x-coordinates of the intersection points, set the two expressions for $y$ equal to each other: $x^2 - 2x - 3 = -x^2 + 4x + 5$.","Rearrange the equation to bring all terms to one side, creating a standard quadratic equation $ax^2+bx+c=0$.",Add $x^2$ to both sides: $2x^2 - 2x - 3 = 4x + 5$.,Subtract $4x$ and $5$ from both sides: $2x^2 - 6x - 8 = 0$.,"The solutions to this quadratic equation are the x-coordinates of the intersection points, $x_1$ and $x_2$. The question asks for the sum of these coordinates, $x_1+x_2$.","Using Vieta's formulas, the sum of the roots of a quadratic equation $ax^2+bx+c=0$ is given by $-b/a$. For $2x^2 - 6x - 8 = 0$, the sum is $x_1+x_2 = -\frac{-6}{2} = \frac{6}{2} = 3$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$x^4 - 13x^2 + 36 = 0$ What is the sum of the absolute values of all solutions to the given equation?,,,,,10,10,This equation is quadratic in form. Let $u=x^2$. The equation can be rewritten in terms of $u$ as $u^2 - 13u + 36 = 0$.,Factor the quadratic equation in $u$: $(u-9)(u-4) = 0$.,The solutions for $u$ are $u=9$ and $u=4$.,"Substitute $x^2$ back for $u$. Case 1: $x^2 = 9$, which gives $x = \pm 3$. Case 2: $x^2=4$, which gives $x = \pm 2$.","The four distinct real solutions are $3, -3, 2, -2$.",The sum of the absolute values of these solutions is $|3| + |-3| + |2| + |-2| = 3+3+2+2 = 10$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The solutions to the equation $2x^2 - 8x + 3 = 0$ are $r_1$ and $r_2$. What is the value of $\frac{1}{r_1} + \frac{1}{r_2}$?,$\frac{3}{8}$,$\frac{2}{3}$,$\frac{8}{3}$,$4$,C,,The expression to be evaluated is $\frac{1}{r_1} + \frac{1}{r_2}$. Combine the two fractions by finding a common denominator: $\frac{r_2}{r_1r_2} + \frac{r_1}{r_1r_2} = \frac{r_1+r_2}{r_1r_2}$.,This expression depends on the sum ($r_1+r_2$) and the product ($r_1r_2$) of the roots of the quadratic equation $2x^2 - 8x + 3 = 0$.,"Using Vieta's formulas for a quadratic equation $ax^2+bx+c=0$, the sum of the roots is $-b/a$ and the product of the roots is $c/a$.","For the given equation, $a=2, b=-8, c=3$. The sum of the roots is $r_1+r_2 = -\frac{-8}{2} = 4$.",The product of the roots is $r_1r_2 = \frac{3}{2}$.,Substitute these values into the expression from Step 1: $\frac{r_1+r_2}{r_1r_2} = \frac{4}{3/2} = 4 \cdot \frac{2}{3} = \frac{8}{3}$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"In the $xy$-plane, the line $y=mx-2$ is tangent to the parabola $y=x^2-3x+7$. What is the positive value of $m$?",,,,,3,3,"If the line is tangent to the parabola, their graphs intersect at exactly one point. We can find this point by setting the expressions for $y$ equal: $mx-2 = x^2-3x+7$.",Arrange the equation into the standard quadratic form $ax^2+bx+c=0$: $x^2 - 3x - mx + 7 + 2 = 0$.,Combine the terms with $x$: $x^2 - (3+m)x + 9 = 0$.,"For the line and parabola to have exactly one intersection point, this quadratic equation must have exactly one solution. This occurs when the discriminant, $b^2-4ac$, is equal to zero.","In this equation, $a=1, b=-(3+m), c=9$. So, $(-(3+m))^2 - 4(1)(9) = 0$. This simplifies to $(3+m)^2 - 36 = 0$.","Solve for $m$: $(3+m)^2=36$, so $3+m = \pm 6$. This yields two possible values for $m$: $m = -3+6=3$ and $m=-3-6=-9$. The question asks for the positive value, which is 3."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$x - 3 = \sqrt{3x - 9}$. What is the sum of all distinct solutions to the given equation?,$3$,$6$,$9$,No solution,C,,"To solve the equation, begin by squaring both sides to eliminate the square root: $(x-3)^2 = (\sqrt{3x-9})^2$.",Expand the left side and simplify the right side: $x^2 - 6x + 9 = 3x - 9$.,"Rearrange the equation into a standard quadratic form, $ax^2+bx+c=0$, by moving all terms to one side: $x^2 - 9x + 18 = 0$.",Factor the quadratic equation: $(x-3)(x-6)=0$. This yields potential solutions $x=3$ and $x=6$.,"Because we squared the equation, we must check for extraneous solutions by substituting the potential solutions back into the original equation. For $x=3$: $3-3 = \sqrt{3(3)-9} \implies 0=\sqrt{0}$, which is true. So $x=3$ is a solution. For $x=6$: $6-3 = \sqrt{3(6)-9} \implies 3=\sqrt{9}$, which is true. So $x=6$ is a solution.",Both solutions are valid. The sum of all distinct solutions is $3+6=9$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"The area of a trapezoid is given by the formula $A = \frac{1}{2}h(b_1+b_2)$. For a certain trapezoid, the height $h$ is $x$, the base $b_1$ is $x-2$, and the base $b_2$ is $x+6$. If the area of the trapezoid is 48, what is the value of its height?",,,,,6,6,"Substitute the given expressions for $h$, $b_1$, $b_2$, and the area $A$ into the formula: $48 = \frac{1}{2}(x)((x-2) + (x+6))$.",Simplify the expression inside the parentheses: $48 = \frac{1}{2}x(2x+4)$.,Distribute the $\frac{1}{2}x$ to the terms in the parenthesis: $48 = x(x+2)$.,"Expand the right side and set the equation to zero: $48 = x^2+2x$, so $x^2+2x-48=0$.",Factor the quadratic equation: $(x+8)(x-6)=0$. The possible values for $x$ are $x=-8$ and $x=6$.,"The height of the trapezoid is $h=x$. Since a physical dimension like height must be positive, we discard the negative solution. Therefore, $x=6$. The height is 6."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$x^2-y^2=24$ 
$x+y=4$ 
What is the value of the product $xy$ for the solution $(x,y)$ to the system of equations above?",$-5$,$-3$,3,5,A,,"The first equation, $x^2-y^2=24$, is a difference of squares and can be factored as $(x-y)(x+y)=24$.","From the second equation, we know that $x+y=4$. Substitute this value into the factored first equation: $(x-y)(4)=24$.",Solve for $(x-y)$ by dividing both sides by 4: $x-y = \frac{24}{4} = 6$.,Now we have a simple linear system of two equations: $x+y=4$ and $x-y=6$.,"To solve for $x$, add the two equations: $(x+y)+(x-y)=4+6$, which simplifies to $2x=10$, so $x=5$. To solve for $y$, substitute $x=5$ into $x+y=4$: $5+y=4$, so $y=-1$.","The solution is $(5,-1)$. The question asks for the product $xy$, which is $(5)(-1)=-5$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$|x^2-10| = 6$ What is the product of all solutions to the given equation?,$-64$,$16$,$36$,$64$,D,,The absolute value equation $|A|=B$ is equivalent to two separate equations: $A=B$ or $A=-B$.,"Case 1: $x^2-10 = 6$. Add 10 to both sides to get $x^2=16$. The solutions for this case are $x = \pm\sqrt{16}$, which are $x=4$ and $x=-4$.","Case 2: $x^2-10 = -6$. Add 10 to both sides to get $x^2=4$. The solutions for this case are $x = \pm\sqrt{4}$, which are $x=2$ and $x=-2$.","The equation has four distinct real solutions: $4, -4, 2, -2$.",The product of all solutions is $(4)(-4)(2)(-2)$.,Calculate the product: $(-16)(-4) = 64$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The roots of the equation $x^2-5x-3=0$ are $p$ and $q$. What is the value of $p^2+q^2$?,,,,,31,31,The value we want to find is $p^2+q^2$. We can relate this to the sum and product of the roots using the identity $(p+q)^2 = p^2+2pq+q^2$.,Rearranging the identity gives $p^2+q^2 = (p+q)^2 - 2pq$.,"For the quadratic equation $x^2-5x-3=0$, we can find the sum and product of the roots using Vieta's formulas.",The sum of the roots is $p+q = -b/a = -(-5)/1 = 5$.,The product of the roots is $pq = c/a = -3/1 = -3$.,Substitute these values into the expression from Step 2: $p^2+q^2 = (5)^2 - 2(-3) = 25 - (-6) = 25+6 = 31$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$y=x-4$ 
$x^2+y^2=40$ 
What is one possible value of $x$ for a solution $(x,y)$ to the given system?",,,,,6 or -2,6,This is a system of a linear and a nonlinear equation. Use substitution to solve it. Substitute the expression for $y$ from the first equation into the second equation.,$x^2 + (x-4)^2 = 40$.,Expand the squared term: $x^2 + (x^2 - 8x + 16) = 40$.,"Combine like terms and set the equation to zero: $2x^2 - 8x + 16 - 40 = 0$, which simplifies to $2x^2 - 8x - 24 = 0$.",Divide the entire equation by 2 to simplify: $x^2 - 4x - 12 = 0$.,"Factor the quadratic equation: $(x-6)(x+2)=0$. The possible values for $x$ are $x=6$ and $x=-2$. The question asks for one possible value, so either 6 or -2 is a correct answer."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$\frac{x^2-9}{x+3} = 2x-5$ What is the solution to the equation above?,$-3$,$2$,$3$,No solution,B,,The expression on the left side of the equation has a denominator of $x+3$. This implies that $x$ cannot be equal to $-3$.,"The numerator on the left side, $x^2-9$, is a difference of squares and can be factored as $(x-3)(x+3)$.",Substitute the factored form into the equation: $\frac{(x-3)(x+3)}{x+3} = 2x-5$.,"For $x \neq -3$, we can cancel the $(x+3)$ terms from the numerator and denominator.",The equation simplifies to a linear equation: $x-3 = 2x-5$.,Solve for $x$. Subtract $x$ from both sides: $-3 = x-5$. Add 5 to both sides: $2=x$. This solution is valid as it does not violate the condition $x \neq -3$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$y = \frac{12}{x}$ 
$y = -x+8$ 
A solution to the system is $(x,y)$ where $x>y$. What is the value of $x$?",,,,,6,6,"To find the solutions, set the two expressions for $y$ equal to each other: $\frac{12}{x} = -x+8$.","Multiply both sides by $x$ to eliminate the denominator, with the condition that $x \neq 0$: $12 = x(-x+8)$.",Distribute on the right side: $12 = -x^2+8x$.,Rearrange into standard quadratic form: $x^2 - 8x + 12 = 0$.,Factor the quadratic: $(x-2)(x-6)=0$. The possible values for $x$ are $x=2$ and $x=6$.,"Find the corresponding $y$ values for each $x$ and check the condition $x>y$. If $x=2$, $y=12/2=6$. The point is $(2,6)$, where $x<y$. If $x=6$, $y=12/6=2$. The point is $(6,2)$, where $x>y$. This satisfies the condition, so the value of $x$ is 6."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,How many distinct real solutions does the equation $x^3 - 7x^2 + 10x = 0$ have?,0,1,2,3,D,,"The equation is a cubic polynomial. To find the solutions, start by factoring out the greatest common factor.",The greatest common factor is $x$. Factoring out $x$ gives: $x(x^2 - 7x + 10) = 0$.,"By the zero product property, one solution is $x=0$. The other solutions come from the quadratic factor $x^2 - 7x + 10 = 0$.",Factor the quadratic expression: We need two numbers that multiply to 10 and add to -7. These numbers are -2 and -5.,"So, the factored quadratic is $(x-2)(x-5)=0$. The solutions from this factor are $x=2$ and $x=5$.","The distinct real solutions to the original equation are $x=0$, $x=2$, and $x=5$. There are 3 distinct real solutions."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$x - \sqrt{x} - 6 = 0$ What is the solution to the given equation?,,,,,9,9,This equation is quadratic in form. Let $u = \sqrt{x}$. Then $x = u^2$.,Substitute $u$ into the equation: $u^2 - u - 6 = 0$.,Factor the quadratic equation in $u$: $(u-3)(u+2)=0$.,The possible values for $u$ are $u=3$ and $u=-2$.,Substitute $\sqrt{x}$ back for $u$. Case 1: $\sqrt{x}=3$. Squaring both sides gives $x=9$.,"Case 2: $\sqrt{x}=-2$. The principal square root of a real number cannot be negative, so this case yields no real solution. Therefore, the only solution to the equation is $x=9$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,What is the sum of the y-coordinates of the solutions to the system of equations $y=x^2-4x+9$ and $y=x+3$?,5,6,9,11,D,,Set the two expressions for y equal: $x^2 - 4x + 9 = x+3$.,Rearrange into standard quadratic form: $x^2-5x+6 = 0$.,Factor the quadratic: $(x-2)(x-3)=0$. The x-coordinates of the solutions are $x_1=2$ and $x_2=3$.,Find the corresponding y-coordinates using the linear equation $y=x+3$.,"For $x_1=2$, $y_1=2+3=5$. For $x_2=3$, $y_2=3+3=6$.",The sum of the y-coordinates is $y_1+y_2 = 5+6=11$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$c = \frac{1}{a} + \frac{1}{b}$ The given equation relates the positive numbers $a, b,$ and $c$. Which equation correctly expresses $a$ in terms of $b$ and $c$?",$a = c - \frac{1}{b}$,$a = \frac{b}{bc-1}$,$a = \frac{1}{c-b}$,$a = \frac{b}{c-1}$,B,,The goal is to isolate the variable $a$. Start by isolating the term containing $a$. Subtract $\frac{1}{b}$ from both sides of the equation: $c - \frac{1}{b} = \frac{1}{a}$.,"To combine the terms on the left side, find a common denominator, which is $b$: $\frac{bc}{b} - \frac{1}{b} = \frac{1}{a}$.",This simplifies to $\frac{bc-1}{b} = \frac{1}{a}$.,"To solve for $a$, we can take the reciprocal of both sides of the equation.",Taking the reciprocal gives $\frac{b}{bc-1} = a$.,"Thus, the correct expression for $a$ is $a=\frac{b}{bc-1}$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The roots of the quadratic equation $3x^2 - 7x + 1 = 0$ are $\alpha$ and $\beta$. What is the value of $(\alpha - \frac{1}{3})(\beta - \frac{1}{3})$?,$-\frac{1}{3}$,$0$,$\frac{1}{9}$,$\frac{7}{9}$,A,,Expand the expression $(\alpha - \frac{1}{3})(\beta - \frac{1}{3})$. This gives $\alpha\beta - \frac{1}{3}\alpha - \frac{1}{3}\beta + \frac{1}{9}$.,Factor out $-\frac{1}{3}$ from the middle terms: $\alpha\beta - \frac{1}{3}(\alpha+\beta) + \frac{1}{9}$.,The value of the expression depends on the sum of the roots $(\alpha+\beta)$ and the product of the roots $(\alpha\beta)$.,"For a quadratic equation $ax^2+bx+c=0$, the sum of the roots is $-b/a$ and the product is $c/a$. For $3x^2 - 7x + 1 = 0$, we have $a=3, b=-7, c=1$.",The sum of the roots is $\alpha+\beta = -(-7)/3 = 7/3$. The product of the roots is $\alpha\beta = 1/3$.,Substitute these values into the expression from Step 2: $\frac{1}{3} - \frac{1}{3}(\frac{7}{3}) + \frac{1}{9} = \frac{1}{3} - \frac{7}{9} + \frac{1}{9} = \frac{3}{9} - \frac{7}{9} + \frac{1}{9} = \frac{3-7+1}{9} = -\frac{3}{9} = -\frac{1}{3}$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$y=x^2$ 
 $x^2+(y-2)^2=2$ 
 The graphs of the equations in the system above intersect at four distinct points. What is the sum of the y-coordinates of these four points?",3,4,6,8,C,,"To find the coordinates of the intersection points, substitute the expression for $x^2$ from the first equation into the second equation.",The first equation is $y=x^2$. Substituting $y$ for $x^2$ in the second equation gives $y + (y-2)^2 = 2$.,"Expand and simplify the equation in terms of $y$: $y + (y^2 - 4y + 4) = 2$, which simplifies to $y^2 - 3y + 2 = 0$.",Factor the quadratic equation in $y$: $(y-1)(y-2)=0$. This gives two possible values for the y-coordinates of the intersection points: $y=1$ and $y=2$.,"For each value of $y$, find the corresponding x-coordinates using $x^2=y$. If $y=1$, $x^2=1$, so $x=\pm 1$. This gives two intersection points $(1,1)$ and $(-1,1)$. If $y=2$, $x^2=2$, so $x=\pm \sqrt{2}$. This gives two more intersection points $(\sqrt{2},2)$ and $(-\sqrt{2},2)$. There are four points in total.","The y-coordinates of the four intersection points are $1, 1, 2, 2$. The sum of these y-coordinates is $1+1+2+2 = 6$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$9^x - 10 \cdot 3^{x+1} + 81 = 0$ What is the sum of all solutions to the equation above?,,,,,4,4,Rewrite the equation using the properties of exponents. $9^x = (3^2)^x = (3^x)^2$ and $3^{x+1} = 3^x \cdot 3^1 = 3 \cdot 3^x$.,"Substitute these into the equation: $(3^x)^2 - 10(3 \cdot 3^x) + 81 = 0$, which simplifies to $(3^x)^2 - 30(3^x) + 81 = 0$.",This equation is quadratic in form. Let $u = 3^x$. The equation becomes $u^2 - 30u + 81 = 0$.,Factor the quadratic in $u$: $(u-3)(u-27)=0$. The solutions for $u$ are $u=3$ and $u=27$.,Substitute back to solve for $x$. Let the solutions for $x$ be $x_1$ and $x_2$. Case 1: $3^{x_1}=3 \implies x_1=1$. Case 2: $3^{x_2}=27 \implies 3^{x_2}=3^3 \implies x_2=3$.,"The solutions are $x=1$ and $x=3$. The sum of the solutions is $1+3=4$. Alternatively, using Vieta's formulas on the $u$ equation, the product of the roots is $u_1u_2=81$, so $(3^{x_1})(3^{x_2})=81 \implies 3^{x_1+x_2}=3^4 \implies x_1+x_2=4$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$x+y=7$ \n $x^3+y^3=133$ \n Given the system of equations above, what is the value of the product $xy$?",10,12,19,21,A,,Use the sum of cubes factorization: $x^3+y^3 = (x+y)(x^2-xy+y^2)$.,Substitute the given values into this identity: $133 = (7)(x^2-xy+y^2)$.,"Divide both sides by 7: $\frac{133}{7} = 19$. So, $x^2-xy+y^2=19$.","Use the identity $(x+y)^2 = x^2+2xy+y^2$. Substitute the given value $x+y=7$: $7^2 = x^2+2xy+y^2$, which is $49 = x^2+y^2+2xy$.",We now have a system of two equations with variables $(x^2+y^2)$ and $xy$. Let $S=x^2+y^2$ and $P=xy$. The system is $S-P=19$ and $S+2P=49$.,"Subtract the first equation from the second: $(S+2P)-(S-P) = 49-19$. This gives $3P=30$, so $P=10$. The value of $xy$ is 10."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The positive difference between the solutions of the equation $2x^2 - kx + 5 = 0$ is $\sqrt{14}$. What is the value of the positive constant $k$?,$6\sqrt{2}$,$4\sqrt{6}$,$2\sqrt{14}$,$8$,B,,Let the solutions (roots) of the quadratic equation be $r_1$ and $r_2$. We are given that $|r_1 - r_2| = \sqrt{14}$.,"Use the identity relating the difference, sum, and product of roots: $(r_1 - r_2)^2 = (r_1 + r_2)^2 - 4r_1r_2$.","Using Vieta's formulas for the equation $2x^2 - kx + 5 = 0$, the sum of the roots is $r_1+r_2 = -(-k)/2 = k/2$, and the product of the roots is $r_1r_2 = 5/2$.",Substitute the given difference and the expressions from Vieta's formulas into the identity: $(\sqrt{14})^2 = (k/2)^2 - 4(5/2)$.,Simplify the equation: $14 = k^2/4 - 10$. Add 10 to both sides: $24 = k^2/4$.,"Solve for $k$. Multiply both sides by 4: $k^2 = 96$. Take the square root: $k = \pm \sqrt{96} = \pm \sqrt{16 \cdot 6} = \pm 4\sqrt{6}$. Since $k$ is a positive constant, $k=4\sqrt{6}$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,The solutions to the equation $3x^2 - 5x + 1 = 0$ are $\alpha$ and $\beta$. What is the value of $\alpha^{-2} + \beta^{-2}$?,,,,,19,19,"The expression to evaluate is $\alpha^{-2} + \beta^{-2}$, which is equivalent to $\frac{1}{\alpha^2} + \frac{1}{\beta^2}$.",Combine the fractions by finding a common denominator: $\frac{\beta^2 + \alpha^2}{\alpha^2\beta^2} = \frac{\alpha^2+\beta^2}{(\alpha\beta)^2}$.,Use the identity $\alpha^2+\beta^2 = (\alpha+\beta)^2 - 2\alpha\beta$. The expression becomes $\frac{(\alpha+\beta)^2 - 2\alpha\beta}{(\alpha\beta)^2}$.,"For the equation $3x^2 - 5x + 1 = 0$, use Vieta's formulas to find the sum and product of the roots. Here $a=3, b=-5, c=1$.",Sum of roots: $\alpha+\beta = -b/a = -(-5)/3 = 5/3$. Product of roots: $\alpha\beta = c/a = 1/3$.,Substitute these values into the expression: $\frac{(5/3)^2 - 2(1/3)}{(1/3)^2} = \frac{25/9 - 2/3}{1/9} = \frac{25/9 - 6/9}{1/9} = \frac{19/9}{1/9} = 19$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"$\frac{3x}{x-2} - \frac{x+1}{x-1} = \frac{2}{x^2-3x+2}$ \\ If $x$ is a solution to the equation above, what is the value of $x^2$?",0,1,4,No solution,A,,Factor the denominator of the right side: $x^2-3x+2=(x-1)(x-2)$. The domain of the equation requires $x \neq 1$ and $x \neq 2$.,The equation is $\frac{3x}{x-2} - \frac{x+1}{x-1} = \frac{2}{(x-1)(x-2)}$.,"Multiply both sides of the equation by the least common denominator, $(x-1)(x-2)$, to clear the fractions.",This yields $3x(x-1) - (x+1)(x-2) = 2$.,Expand the products: $(3x^2 - 3x) - (x^2 - x - 2) = 2$. Simplify: $3x^2 - 3x - x^2 + x + 2 = 2$. This leads to $2x^2 - 2x = 0$.,"Factor the resulting quadratic: $2x(x-1)=0$. The potential solutions are $x=0$ and $x=1$. Since $x \neq 1$ from the domain restriction, $x=1$ is an extraneous solution. The only valid solution is $x=0$. The question asks for the value of $x^2$, which is $0^2=0$."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,$x^2+y^2-2x+4y=4$ \n $x^2+y^2+4x-2y=11$ \n The system of equations above defines two circles that intersect at two distinct points. What is the slope of the line that passes through these two intersection points?,$-1$,$-1/2$,1,2,C,,"The coordinates of the intersection points $(x,y)$ must satisfy both equations.","To find the equation of the line passing through the intersection points (the radical axis), subtract one equation from the other. This eliminates the $x^2$ and $y^2$ terms.",Subtract the first equation from the second: $(x^2+y^2+4x-2y) - (x^2+y^2-2x+4y) = 11-4$.,Simplify the result: $(x^2-x^2) + (y^2-y^2) + (4x - (-2x)) + (-2y - 4y) = 7$.,This simplifies to the linear equation $6x - 6y = 7$.,"To find the slope, rewrite this equation in slope-intercept form ($y=mx+b$). $6y = 6x-7$, so $y = x - \frac{7}{6}$. The slope $m$ is the coefficient of $x$, which is 1."
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,"If the roots of the equation $x^2+bx+c=0$ are $r$ and $s$, which of the following is a quadratic equation whose roots are $r+s$ and $rs$?",$x^2 - (b-c)x + bc = 0$,$x^2 + (b-c)x - bc = 0$,$x^2 + (b+c)x - bc = 0$,$x^2 - (b+c)x + bc = 0$,B,,"From Vieta's formulas for the original equation $x^2+bx+c=0$, the sum of the roots is $r+s = -b$ and the product of the roots is $rs=c$.","We want to find a new quadratic equation, let's call it $x^2+Px+Q=0$, whose roots are $-b$ and $c$.",The sum of the roots of the new equation is $(-b) + c = c-b$.,"For the new equation, the sum of roots is also given by $-P$. So, $-P = c-b$, which means $P = b-c$.","The product of the roots of the new equation is $(-b)(c) = -bc$. The product is also given by $Q$. So, $Q=-bc$.",Substitute the values of $P$ and $Q$ into the general form $x^2+Px+Q=0$. The new equation is $x^2 + (b-c)x - bc = 0$.
Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Hard,What is the solution to the equation $\sqrt{x+2\sqrt{x-1}}=2$?,1,2,3,5,B,,"The domain of the equation requires $x-1 \ge 0$, so $x \ge 1$.","The expression under the main square root, $x+2\sqrt{x-1}$, can be rewritten. Notice its similarity to a perfect square expansion.",Let's rewrite $x$ as $(x-1)+1$. The expression becomes $(x-1) + 2\sqrt{x-1} + 1$.,"This is a perfect square: $(\sqrt{x-1})^2 + 2(\sqrt{x-1})(1) + 1^2$, which is equal to $(\sqrt{x-1}+1)^2$.","The original equation becomes $\sqrt{(\sqrt{x-1}+1)^2}=2$. Since $\sqrt{x-1}+1$ is always positive, this simplifies to $\sqrt{x-1}+1=2$.","Solve for $x$: Subtract 1 from both sides to get $\sqrt{x-1}=1$. Square both sides: $x-1=1$. Thus, $x=2$. This is consistent with the domain $x \ge 1$."
