test,domain,skill,difficulty,question_text_latex,option_A_latex,option_B_latex,option_C_latex,option_D_latex,correct_answer,correct_answer_spr_latex,step_1,step_2,step_3,step_4,step_5,step_6
Math,Advanced Math,Equivalent expressions,Hard,The expression $\frac{8y^3 + 27}{2y + 3}$ is equivalent to which of the following for $y \ne -\frac{3}{2}$?,$4y^2 + 9$,$4y^2 - 6y + 9$,$4y^2 + 6y + 9$,$(2y-3)^2$,B,,"The numerator of the expression, $8y^3 + 27$, is a sum of cubes.",Recognize that $8y^3 = (2y)^3$ and $27 = 3^3$. So the expression is of the form $a^3 + b^3$ where $a=2y$ and $b=3$.,Use the sum of cubes factorization formula: $a^3 + b^3 = (a+b)(a^2 - ab + b^2)$.,Substitute $a=2y$ and $b=3$ into the formula: $(2y+3)((2y)^2 - (2y)(3) + 3^2)$.,Simplify the second factor: $(2y+3)(4y^2 - 6y + 9)$.,"Now substitute this factored form back into the original fraction: $\frac{(2y+3)(4y^2 - 6y + 9)}{2y + 3}$. Since $y \ne -3/2$, the term $(2y+3)$ is not zero and can be canceled, leaving $4y^2 - 6y + 9$."
Math,Advanced Math,Equivalent expressions,Hard,Let $f(x)=x+\frac{1}{x}$. Which of the following expressions is equivalent to $(f(x))^2 - f(x^2)$?,0,1,2,$x^2$,C,,"First, evaluate each part of the expression $ (f(x))^2 - f(x^2) $ separately.","Evaluate $(f(x))^2$. Since $f(x) = x+\frac{1}{x}$, we have $(f(x))^2 = (x+\frac{1}{x})^2 = x^2 + 2(x)(\frac{1}{x}) + (\frac{1}{x})^2 = x^2 + 2 + \frac{1}{x^2}$.","Next, evaluate $f(x^2)$. This means we substitute $x^2$ for every $x$ in the definition of $f(x)$. So, $f(x^2) = x^2 + \frac{1}{x^2}$.","Now, substitute these results back into the original expression: $(f(x))^2 - f(x^2) = (x^2 + 2 + \frac{1}{x^2}) - (x^2 + \frac{1}{x^2})$.",Distribute the negative sign: $x^2 + 2 + \frac{1}{x^2} - x^2 - \frac{1}{x^2}$.,"Combine like terms. The $x^2$ terms cancel and the $\frac{1}{x^2}$ terms cancel, leaving only 2."
Math,Advanced Math,Equivalent expressions,Hard,The expression $(2x-3)(ax^2+4x-1)$ is equivalent to $2x^3+5x^2-14x+3$. What is the value of $a$?,,,,,1,1,"To find the value of $a$, we must expand the expression $(2x-3)(ax^2+4x-1)$ and then equate the coefficients with the equivalent polynomial $2x^3+5x^2-14x+3$.",Expand using the distributive property: $2x(ax^2+4x-1) - 3(ax^2+4x-1)$.,This gives: $(2ax^3 + 8x^2 - 2x) + (-3ax^2 - 12x + 3)$.,Combine like terms by grouping terms with the same power of $x$: $2ax^3 + (8-3a)x^2 + (-2-12)x + 3$.,This simplifies to $2ax^3 + (8-3a)x^2 - 14x + 3$.,"Now, compare the coefficients of this polynomial with $2x^3+5x^2-14x+3$. The coefficient of the $x^3$ term must be the same, so $2a = 2$. Solving for $a$ gives $a=1$. We can check this with the $x^2$ term: $8-3a = 8-3(1) = 5$, which matches."
Math,Advanced Math,Equivalent expressions,Hard,"The expression $\sqrt{11+6\sqrt{2}}$ can be simplified to the form $a+b\sqrt{2}$, where $a$ and $b$ are integers. What is the value of $a^2+b^2$?",4,8,10,11,C,,"We are looking for integers $a$ and $b$ such that $\sqrt{11+6\sqrt{2}} = a+b\sqrt{2}$. To find them, we can square both sides of the equation.",Squaring the left side removes the main square root: $11+6\sqrt{2}$.,Squaring the right side gives $(a+b\sqrt{2})^2 = a^2 + 2(a)(b\sqrt{2}) + (b\sqrt{2})^2 = a^2 + 2ab\sqrt{2} + 2b^2$.,Now we have the equation $11+6\sqrt{2} = (a^2+2b^2) + (2ab)\sqrt{2}$.,"By equating the rational and irrational parts, we get a system of two equations: $a^2+2b^2=11$ and $2ab=6$, which simplifies to $ab=3$.","From $ab=3$, the integer pairs for $(a,b)$ are $(1,3), (3,1), (-1,-3), (-3,-1)$. Testing these in $a^2+2b^2=11$: For $(3,1)$, we get $3^2+2(1)^2 = 9+2=11$. This works. So $a=3, b=1$. The question asks for $a^2+b^2 = 3^2+1^2 = 9+1=10$."
Math,Advanced Math,Equivalent expressions,Hard,Which of the following is NOT a factor of the polynomial $p(x) = 4x^4 - 37x^2 + 9$?,$x-3$,$x+3$,$2x-1$,$2x+3$,D,,"The given polynomial, $4x^4 - 37x^2 + 9$, has the structure of a quadratic equation. We can make a substitution $u = x^2$.",The polynomial becomes $4u^2 - 37u + 9$.,Factor this quadratic expression. We need two numbers that multiply to $4 \times 9 = 36$ and add to $-37$. These numbers are $-36$ and $-1$. The expression becomes $4u^2 - 36u - u + 9 = 4u(u-9) - 1(u-9) = (4u-1)(u-9)$.,Substitute $x^2$ back for $u$: $(4x^2 - 1)(x^2 - 9)$.,Both of these factors are differences of squares. $4x^2 - 1 = (2x)^2 - 1^2 = (2x-1)(2x+1)$. And $x^2 - 9 = x^2 - 3^2 = (x-3)(x+3)$.,"The fully factored polynomial is $(2x-1)(2x+1)(x-3)(x+3)$. The factors are $x-3$, $x+3$, $2x-1$, and $2x+1$. Comparing this to the options, $2x+3$ is not a factor."
Math,Advanced Math,Equivalent expressions,Hard,Which of the following expressions is equivalent to $\frac{x-1}{\sqrt[3${x}-1}$ for $x \ne 1$?,$\sqrt[3${x}+1$,$x^{2/3}+1$,$x^{2/3}+x^{1/3}+1$,$(x^{1/3}-1)^2$,C,,This problem involves simplifying a fraction with a cube root. The key is to recognize the pattern of the difference of cubes.,Let $a = \sqrt[3${x}$. This means $a^3 = (\sqrt[3${x})^3 = x$.,Substitute $a$ into the expression: $\frac{a^3-1}{a-1}$.,"The numerator, $a^3-1$, is a difference of cubes, which factors as $(a-1)(a^2+a+1)$.","The expression becomes $\frac{(a-1)(a^2+a+1)}{a-1}$. For $x \ne 1$, $a \ne 1$, so the $(a-1)$ terms cancel out, leaving $a^2+a+1$.","Finally, substitute $\sqrt[3${x}$ back in for $a$: $(\sqrt[3${x})^2 + \sqrt[3${x} + 1$, which is equivalent to $x^{2/3}+x^{1/3}+1$."
Math,Advanced Math,Equivalent expressions,Hard,"If $a+b=5$ and $ab=3$, what is the value of $a^3+b^3$?",,,,,80,80,We need to find the value of $a^3+b^3$. We can use the factorization for the sum of cubes: $a^3+b^3 = (a+b)(a^2-ab+b^2)$.,We are given the values for $(a+b)$ and $ab$. The missing piece is $a^2+b^2$.,We can find $a^2+b^2$ by squaring the expression $a+b$: $(a+b)^2 = a^2+2ab+b^2$.,Substitute the given values: $(5)^2 = a^2+b^2 + 2(3)$.,This simplifies to $25 = a^2+b^2 + 6$. Solving for $a^2+b^2$ gives $a^2+b^2 = 19$.,Now substitute all the known values back into the sum of cubes formula: $a^3+b^3 = (5)(19 - 3) = 5(16) = 80$.
Math,Advanced Math,Equivalent expressions,Hard,"In the expansion of $(2x - 3y)^5$, what is the coefficient of the $x^2y^3$ term?",720,-720,1080,-1080,D,,"To find a specific term in a binomial expansion $(a+b)^n$, we use the binomial theorem. The term containing $a^k b^{n-k}$ is given by the formula $\binom{n}{k} a^k b^{n-k}$.","In this problem, the binomial is $(2x - 3y)^5$. We have $a=2x$, $b=-3y$, and $n=5$.","We are looking for the term with $x^2y^3$. This corresponds to the case where the term with $a=2x$ is raised to the power of 2, and the term with $b=-3y$ is raised to the power of 3. So, $k=2$ (since the power of $a$ is $k$).",The coefficient is given by the binomial coefficient $\binom{n}{k} = \binom{5}{2}$. $\binom{5}{2} = \frac{5!}{2!(5-2)!} = \frac{5!}{2!3!} = \frac{5 \cdot 4}{2 \cdot 1} = 10$.,The full term is $\binom{5}{2} (2x)^2 (-3y)^3 = 10 \cdot (4x^2) \cdot (-27y^3)$.,"Multiplying the numerical parts gives the coefficient: $10 \cdot 4 \cdot (-27) = 40 \cdot (-27) = -1080$. The full term is $-1080x^2y^3$, so the coefficient is -1080."
Math,Advanced Math,Equivalent expressions,Hard,The polynomial $P(x) = ax^4 + bx^3 - 8x^2 + 6$ is divisible by $x^2-1$. What is the value of $a-b$?,,,,,2,2,"If a polynomial $P(x)$ is divisible by another polynomial $D(x)$, then the roots of $D(x)$ are also roots of $P(x)$. This means $P(r)=0$ for any root $r$ of $D(x)$.","The divisor is $D(x) = x^2-1$. We find its roots by setting it to zero: $x^2-1=0$, which gives $x^2=1$, so the roots are $x=1$ and $x=-1$.","Since $P(x)$ is divisible by $x^2-1$, we must have $P(1)=0$ and $P(-1)=0$.","Set up the first equation using $P(1)=0$: $a(1)^4 + b(1)^3 - 8(1)^2 + 6 = 0$, which simplifies to $a + b - 8 + 6 = 0$, or $a+b=2$.","Set up the second equation using $P(-1)=0$: $a(-1)^4 + b(-1)^3 - 8(-1)^2 + 6 = 0$, which simplifies to $a - b - 8 + 6 = 0$, or $a-b=2$.","The question asks for the value of $a-b$. From the second equation we derived, $a-b=2$. We do not need to solve for $a$ and $b$ individually."
Math,Advanced Math,Equivalent expressions,Hard,"For $x \ne y$, which of the following is equivalent to the expression $\frac{x}{x-y} + \frac{y}{y-x}$?",1,$\frac{x+y}{x-y}$,$\frac{x^2+y^2}{(x-y)^2}$,0,A,,"To add these two fractions, they must have a common denominator.",Observe that the denominators are negatives of each other: $y-x = -(x-y)$.,Rewrite the second fraction using this fact: $\frac{y}{y-x} = \frac{y}{-(x-y)} = -\frac{y}{x-y}$.,Now substitute this back into the original expression: $\frac{x}{x-y} - \frac{y}{x-y}$.,"Since the fractions now have a common denominator, combine the numerators: $\frac{x-y}{x-y}$.","As long as $x \ne y$, the denominator is not zero, and any non-zero quantity divided by itself is 1."
Math,Advanced Math,Equivalent expressions,Hard,Which of the following expressions is equivalent to $1 + \frac{1}{1 + \frac{1}{x}}$?,$\frac{x+2}{x+1}$,$\frac{2x+1}{x+1}$,$\frac{x}{x+1}$,$\frac{2x}{x+1}$,B,,"To simplify a complex fraction (a fraction within a fraction), start with the innermost part and work your way out.","First, simplify the denominator of the main fraction: $1 + \frac{1}{x}$. To add these, find a common denominator: $\frac{x}{x} + \frac{1}{x} = \frac{x+1}{x}$.",Substitute this back into the expression: $1 + \frac{1}{\frac{x+1}{x}}$.,"To divide by a fraction, multiply by its reciprocal. So, $\frac{1}{\frac{x+1}{x}} = 1 \cdot \frac{x}{x+1} = \frac{x}{x+1}$.",The expression is now $1 + \frac{x}{x+1}$.,"Once again, find a common denominator to add these terms: $\frac{x+1}{x+1} + \frac{x}{x+1} = \frac{(x+1)+x}{x+1} = \frac{2x+1}{x+1}$."
Math,Advanced Math,Equivalent expressions,Hard,"For $x>2$, which expression is equivalent to $\frac{x^2-4x+4}{x-2} + \frac{x^2-9}{x+3}$?",$2x-5$,$2x-1$,2,$x-5$,A,,The problem asks to simplify the sum of two rational expressions. The condition $x>2$ ensures that the denominators are not zero.,"Simplify the first term, $\frac{x^2-4x+4}{x-2}$. The numerator is a perfect square trinomial.",$x^2-4x+4 = (x-2)^2$. So the first term is $\frac{(x-2)^2}{x-2} = x-2$.,"Simplify the second term, $\frac{x^2-9}{x+3}$. The numerator is a difference of squares.",$x^2-9 = (x-3)(x+3)$. So the second term is $\frac{(x-3)(x+3)}{x+3} = x-3$.,Add the simplified terms together: $(x-2) + (x-3) = 2x-5$.
Math,Advanced Math,Equivalent expressions,Hard,Which of the following is a factor of the polynomial $x^4 + x^2 + 1$?,$x^2+1$,$x-1$,$x^2+x+1$,$x^2-x-1$,C,,"This polynomial can be factored by completing the square, similar to the Sophie Germain identity.",We want to create a perfect square trinomial. The expression $x^4+x^2+1$ almost looks like $(x^2+1)^2 = x^4+2x^2+1$.,"To get there, add and subtract $x^2$: $x^4 + x^2 + 1 = (x^4 + 2x^2 + 1) - x^2$.",The part in the parenthesis is a perfect square: $(x^2+1)^2$. The expression is now $(x^2+1)^2 - x^2$.,"This is a difference of squares, $A^2 - B^2$, where $A=x^2+1$ and $B=x$. The factorization is $(A-B)(A+B)$.","Substituting back gives $(x^2+1-x)(x^2+1+x)$. Rearranging the terms, we get the factors $(x^2-x+1)$ and $(x^2+x+1)$. Thus, $x^2+x+1$ is a factor."
Math,Advanced Math,Equivalent expressions,Hard,The expression $\frac{3x-7}{x^2-x-6}$ can be written as $\frac{A}{x-3} + \frac{B}{x+2}$ for constants $A$ and $B$. What is the value of $A+B$?,,,,,3,3,"This is a partial fraction decomposition problem. First, factor the denominator: $x^2-x-6 = (x-3)(x+2)$.",Set up the identity: $\frac{3x-7}{(x-3)(x+2)} = \frac{A}{x-3} + \frac{B}{x+2}$.,Multiply both sides by the common denominator $(x-3)(x+2)$ to clear the fractions: $3x-7 = A(x+2) + B(x-3)$.,"To find $A$, choose a value of $x$ that makes the $B$ term zero. Let $x=3$: $3(3)-7 = A(3+2) + B(0) \implies 2 = 5A \implies A=2/5$.","To find $B$, choose a value of $x$ that makes the $A$ term zero. Let $x=-2$: $3(-2)-7 = A(0) + B(-2-3) \implies -13 = -5B \implies B=13/5$.",The question asks for the value of $A+B$. $A+B = \frac{2}{5} + \frac{13}{5} = \frac{15}{5} = 3$.
Math,Advanced Math,Equivalent expressions,Hard,The expression $(x-1)(x+1)(x^2+1)(x^4+1)(x^8+1)$ is equivalent to which of the following?,$x^{16}-1$,$x^{16}+1$,$x^{32}-1$,$x^{15}-1$,A,,This problem involves a repeated application of the difference of squares formula: $(a-b)(a+b) = a^2-b^2$.,Start with the first two terms: $(x-1)(x+1) = x^2-1$.,"Take this result and multiply it by the next term: $(x^2-1)(x^2+1)$. This is another difference of squares, resulting in $(x^2)^2 - 1^2 = x^4-1$.",Continue this pattern. Multiply the current result by the next term: $(x^4-1)(x^4+1) = (x^4)^2 - 1^2 = x^8-1$.,"Finally, multiply this by the last term: $(x^8-1)(x^8+1) = (x^8)^2 - 1^2 = x^{16}-1$.",The expression simplifies completely to $x^{16}-1$.
Math,Advanced Math,Equivalent expressions,Hard,"In the expansion of $(1+x+x^2)(1-x+x^2)$, what is the coefficient of the $x^2$ term?",-1,0,1,2,C,,"We can solve this by strategically finding only the products that result in an $x^2$ term, or by recognizing a special product form.","Method 1 (Strategic Multiplication): Find pairs of terms, one from each parenthesis, that multiply to give an $x^2$ term.",(Constant from 1st) * ($x^2$ from 2nd): $(1)(x^2) = x^2$. ($x$ from 1st) * ($x$ from 2nd): $(x)(-x) = -x^2$. ($x^2$ from 1st) * (Constant from 2nd): $(x^2)(1) = x^2$.,Sum the resulting terms: $x^2 - x^2 + x^2 = x^2$. The coefficient is 1.,Method 2 (Recognizing Structure): Regroup the terms in the parentheses. $( (1+x^2) + x )( (1+x^2) - x )$.,"This is in the form of a difference of squares, $(A+B)(A-B)=A^2-B^2$, where $A=1+x^2$ and $B=x$. The expansion is $(1+x^2)^2 - x^2 = (1+2x^2+x^4) - x^2 = 1+x^2+x^4$. The coefficient of the $x^2$ term is 1."
Math,Advanced Math,Equivalent expressions,Hard,"If $x^{-2} - 6x^{-1} + 9 = 0$, which of the following expressions is equivalent to $x^{-1}$?",3,1/3,9,-3,A,,"The given equation, $x^{-2} - 6x^{-1} + 9 = 0$, is a quadratic in form.","To make this more clear, let $u = x^{-1}$. The equation can be rewritten in terms of $u$.",Substitute $u$ into the equation: $u^2 - 6u + 9 = 0$. Note that $x^{-2} = (x^{-1})^2 = u^2$.,"The resulting quadratic, $u^2 - 6u + 9 = 0$, is a perfect square trinomial.",It can be factored as $(u-3)^2 = 0$.,"The solution to this equation is $u-3=0$, so $u=3$. Since we defined $u = x^{-1}$, we have $x^{-1} = 3$."
Math,Advanced Math,Equivalent expressions,Hard,The expression $(4x-7y)(16x^2+28xy+49y^2)$ is equivalent to which of the following?,$(4x-7y)^3$,$16x^3 - 49y^3$,$64x^3 + 343y^3$,$64x^3 - 343y^3$,D,,"The given expression has the form of a special factoring pattern, either the sum or difference of cubes.",The difference of cubes formula is $a^3 - b^3 = (a-b)(a^2+ab+b^2)$. The sum of cubes formula is $a^3 + b^3 = (a+b)(a^2-ab+b^2)$.,Let's test if our expression matches the difference of cubes pattern. Let $a=4x$ and $b=7y$.,"The first factor is $(a-b)$, which is $(4x-7y)$. This matches.",The second factor should be $(a^2+ab+b^2)$. Let's calculate this with our $a$ and $b$: $(4x)^2 + (4x)(7y) + (7y)^2 = 16x^2 + 28xy + 49y^2$. This also matches.,"Since the expression perfectly matches the pattern for the difference of cubes, it is equivalent to $a^3 - b^3 = (4x)^3 - (7y)^3 = 64x^3 - 343y^3$."
Math,Advanced Math,Equivalent expressions,Hard,"If the expression $2x^2+bx+18$ is equivalent to $2(x-k)^2$ for constants b and k, what is a possible value of $b+k$?",-15,-9,0,9,B,,"To find the relationship between the constants, expand the right side of the equivalence: $2(x-k)^2$.","First, expand the squared term: $(x-k)^2 = x^2 - 2kx + k^2$.","Next, distribute the 2: $2(x^2 - 2kx + k^2) = 2x^2 - 4kx + 2k^2$.","Now, set this expanded form equivalent to the given expression: $2x^2 - 4kx + 2k^2 = 2x^2 + bx + 18$.","Equate the coefficients of like terms. The coefficient of the $x$ term gives $b = -4k$. The constant term gives $18 = 2k^2$, which simplifies to $k^2 = 9$. Thus, $k$ can be 3 or -3.","Case 1: If $k=3$, then $b = -4(3) = -12$. The value of $b+k$ is $-12+3 = -9$. Case 2: If $k=-3$, then $b = -4(-3) = 12$. The value of $b+k$ is $12+(-3) = 9$. Both -9 and 9 are possible values. Option B is one of these."
Math,Advanced Math,Equivalent expressions,Hard,"The expression $\frac{x^3 - 4x^2 - 9x + 36}{x^2-7x+12}$ can be simplified to which of the following expressions, for $x \ne 3$ and $x \ne 4$?",$x-3$,$x+3$,$x-4$,$x+4$,B,,"To simplify this rational expression, we must factor both the numerator and the denominator.","Factor the denominator first, as it is a simpler quadratic: $x^2-7x+12$. We need two numbers that multiply to 12 and add to -7. These are -3 and -4. So, the denominator is $(x-3)(x-4)$.","Now, factor the numerator, $x^3 - 4x^2 - 9x + 36$. Since this is a four-term polynomial, try factoring by grouping.",Group the first two terms and the last two terms: $(x^3 - 4x^2) + (-9x + 36)$.,Factor out the greatest common factor from each group: $x^2(x-4) - 9(x-4)$.,"Now, factor out the common binomial factor $(x-4)$: $(x-4)(x^2-9)$. The $x^2-9$ is a difference of squares, so this factors further to $(x-4)(x-3)(x+3)$. The whole expression is $\frac{(x-4)(x-3)(x+3)}{(x-3)(x-4)}$. After canceling the common factors, we are left with $x+3$."
Math,Advanced Math,Equivalent expressions,Hard,"If $x > 0$ and $x^{2a} \cdot (x^{a+1})^3 = x^{21}$, what is the value of $a$?",,,,,3.6,\frac{18}{5},The goal is to solve for the exponent $a$. We need to simplify the left side of the equation using exponent rules to have a single term of the form $x^{\text{exponent}}$.,"First, simplify the term $(x^{a+1})^3$ using the power of a power rule $(x^m)^n = x^{mn}$. This gives $x^{3(a+1)} = x^{3a+3}$.",Now the equation is $x^{2a} \cdot x^{3a+3} = x^{21}$.,Use the product rule for exponents $x^m \cdot x^n = x^{m+n}$ on the left side: $x^{2a + (3a+3)} = x^{21}$.,Simplify the exponent on the left side: $x^{5a+3} = x^{21}$.,"Since the bases are equal, the exponents must be equal. So, $5a+3 = 21$. Solving for $a$: $5a = 18$, which gives $a = \frac{18}{5}$ or $3.6$."
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(2a^3 - 5a + 1) - (a^3 - 2a - 7)$?,$a^3 - 3a - 6$,$a^3 - 7a + 8$,$a^3 - 3a + 8$,$3a^3 - 7a - 6$,C,,"To subtract the polynomials, we distribute the negative sign to each term in the second parenthesis.",The expression becomes $2a^3 - 5a + 1 - a^3 - (-2a) - (-7)$.,This simplifies to $2a^3 - 5a + 1 - a^3 + 2a + 7$.,"Next, we group like terms: $(2a^3 - a^3) + (-5a + 2a) + (1 + 7)$.",Combine the like terms to get the final expression: $a^3 - 3a + 8$.,
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(2n - 3)(4n^2 + 5n - 1)$?,$8n^3 - 2n^2 - 17n + 3$,$8n^3 + 2n^2 - 13n - 3$,$8n^3 - 22n^2 - 17n - 3$,$6n^2 + 2n - 4$,A,,Use the distributive property to multiply the binomial by the trinomial.,Multiply $2n$ by each term in the second parenthesis: $2n(4n^2) + 2n(5n) + 2n(-1) = 8n^3 + 10n^2 - 2n$.,Multiply $-3$ by each term in the second parenthesis: $-3(4n^2) - 3(5n) - 3(-1) = -12n^2 - 15n + 3$.,Add the results from step 2 and step 3: $(8n^3 + 10n^2 - 2n) + (-12n^2 - 15n + 3)$.,Combine like terms: $8n^3 + (10n^2 - 12n^2) + (-2n - 15n) + 3$.,The simplified expression is $8n^3 - 2n^2 - 17n + 3$.
Math,Advanced Math,Equivalent expressions,Medium,The expression $y^4 - 13y^2 + 36$ can be factored into which of the following forms?,$(y^2 - 6)(y^2 - 6)$,$(y^2 + 9)(y^2 + 4)$,$(y - 3)(y + 3)(y - 2)(y + 2)$,$(y^2 - 12)(y^2 - 1)$,C,,The expression $y^4 - 13y^2 + 36$ is a trinomial in quadratic form. Let $u = y^2$.,The expression becomes $u^2 - 13u + 36$.,We need to find two numbers that multiply to 36 and add up to -13. These numbers are -4 and -9.,"So, we can factor the expression as $(u - 4)(u - 9)$.",Substitute $y^2$ back in for $u$: $(y^2 - 4)(y^2 - 9)$.,Both factors are differences of squares and can be factored further: $(y-2)(y+2)(y-3)(y+3)$.
Math,Advanced Math,Equivalent expressions,Medium,"Which expression is equivalent to $(3x^2y^{-3})^2(2x^{-1}y^4)$, for all $x>0$ and $y>0$?",$\frac{18x^3}{y^2}$,$6xy$,$\frac{12x}{y}$,$18x^5y^{-2}$,A,,"First, apply the power of a product rule to $(3x^2y^{-3})^2$: $3^2(x^2)^2(y^{-3})^2 = 9x^4y^{-6}$.",Now multiply this result by the second term: $(9x^4y^{-6})(2x^{-1}y^4)$.,Group the coefficients and the variables: $(9 \cdot 2)(x^4 \cdot x^{-1})(y^{-6} \cdot y^4)$.,Multiply the coefficients: $9 \cdot 2 = 18$.,Apply the product rule for exponents (add the exponents): $x^{4+(-1)} = x^3$ and $y^{-6+4} = y^{-2}$.,"Combine the parts: $18x^3y^{-2}$. To write this with positive exponents, move $y^{-2}$ to the denominator, resulting in $\frac{18x^3}{y^2}$."
Math,Advanced Math,Equivalent expressions,Medium,"If $P = 2x - 5$ and $Q = x^2 + 1$, which of the following expressions is equivalent to $Q - P^2$?",$-3x^2 + 20x - 24$,$3x^2 - 20x + 24$,$-3x^2 - 24$,$x^2 - 4x^2 - 24$,A,,Substitute the expressions for $P$ and $Q$ into $Q - P^2$: $(x^2 + 1) - (2x - 5)^2$.,"First, expand the term $(2x - 5)^2$: $(2x - 5)(2x - 5) = 4x^2 - 10x - 10x + 25 = 4x^2 - 20x + 25$.",Now substitute this back into the expression from step 1: $(x^2 + 1) - (4x^2 - 20x + 25)$.,Distribute the negative sign to all terms in the second parenthesis: $x^2 + 1 - 4x^2 + 20x - 25$.,Group and combine like terms: $(x^2 - 4x^2) + 20x + (1 - 25)$.,The simplified expression is $-3x^2 + 20x - 24$.
Math,Advanced Math,Equivalent expressions,Medium,Which of the following expressions is a factor of $3x^3 + 2x^2 - 12x - 8$?,$x-2$,$x+4$,$3x-2$,$x^2+4$,A,,"The expression has four terms, so we try factoring by grouping.",Group the first two terms and the last two terms: $(3x^3 + 2x^2) + (-12x - 8)$.,Factor out the greatest common factor (GCF) from each group. The GCF of the first group is $x^2$. The GCF of the second group is $-4$.,Factoring gives: $x^2(3x + 2) - 4(3x + 2)$.,Notice that $(3x+2)$ is a common binomial factor. Factor it out: $(x^2 - 4)(3x + 2)$.,"The factor $(x^2 - 4)$ is a difference of squares, which factors into $(x - 2)(x + 2)$. So the fully factored form is $(x - 2)(x + 2)(3x + 2)$. From the options, $x-2$ is a factor."
Math,Advanced Math,Equivalent expressions,Medium,The expression $4(x+2) + (2x-1)(x-3)$ is equivalent to which of the following?,$2x^2 - 3x + 11$,$2x^2 - 3x + 5$,$2x^2 + 11x + 5$,$2x^2 - 7x + 3$,A,,"First, distribute the terms in both parts of the expression.",Distribute the 4: $4(x+2) = 4x + 8$.,Multiply the binomials $(2x-1)(x-3)$ using FOIL: $(2x)(x) + (2x)(-3) + (-1)(x) + (-1)(-3) = 2x^2 - 6x - x + 3$.,Combine like terms in the expanded binomial product: $2x^2 - 7x + 3$.,"Now, add the two parts together: $(4x + 8) + (2x^2 - 7x + 3)$.",Combine like terms for the final expression: $2x^2 + (4x - 7x) + (8 + 3) = 2x^2 - 3x + 11$.
Math,Advanced Math,Equivalent expressions,Medium,"If $(2x - 3)(3x + 5)$ is rewritten in the form $ax^2 + bx + c$, what is the value of $b$?",,,,,1,1,"To find the value of $b$, we need to expand the expression $(2x-3)(3x+5)$ and identify the coefficient of the $x$ term.",Use the distributive property (FOIL) to multiply the binomials: $(2x)(3x) + (2x)(5) + (-3)(3x) + (-3)(5)$.,This simplifies to $6x^2 + 10x - 9x - 15$.,"Combine the like terms, which are the terms with $x$: $10x - 9x = x$.",The full expression is $6x^2 + x - 15$.,"By comparing this to the standard form $ax^2 + bx + c$, we can see that the coefficient $b$ is 1."
Math,Advanced Math,Equivalent expressions,Medium,Which of the following is equivalent to $\frac{x^2 - 7x + 10}{x-5}$ for $x \neq 5$?,$x+2$,$x-2$,$x+5$,$x-7$,B,,"To simplify the rational expression, we first factor the numerator, $x^2 - 7x + 10$.",We are looking for two numbers that multiply to 10 and add to -7. These numbers are -2 and -5.,"So, the factored form of the numerator is $(x-2)(x-5)$.","Now, substitute the factored form back into the fraction: $\frac{(x-2)(x-5)}{x-5}$.","Since $x \neq 5$, the term $(x-5)$ is not zero, so we can cancel the common factor $(x-5)$ from the numerator and the denominator.",The simplified expression is $x-2$.
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(x^4 - 81)$?,$(x^2 - 9)(x^2 - 9)$,$(x - 3)^4$,$(x^2 + 9)(x - 3)(x + 3)$,$(x^2 - 9)(x+3)^2$,C,,"The expression $x^4 - 81$ is a difference of squares, since $x^4 = (x^2)^2$ and $81 = 9^2$.","Using the difference of squares formula, $a^2 - b^2 = (a-b)(a+b)$, we can factor the expression as $(x^2 - 9)(x^2 + 9)$.",The factor $(x^2 + 9)$ is a sum of squares and cannot be factored further over the real numbers.,"The factor $(x^2 - 9)$ is another difference of squares, since $x^2 = (x)^2$ and $9 = 3^2$.",Factor $(x^2 - 9)$ into $(x - 3)(x + 3)$.,"Combining all the factors, the fully factored expression is $(x^2 + 9)(x - 3)(x + 3)$."
Math,Advanced Math,Equivalent expressions,Medium,Which expression is equivalent to $(3p^2 - 4q)^2$?,$9p^4 - 16q^2$,$9p^4 + 16q^2$,$9p^4 - 12p^2q + 16q^2$,$9p^4 - 24p^2q + 16q^2$,D,,"To expand $(3p^2 - 4q)^2$, we use the formula for squaring a binomial: $(a-b)^2 = a^2 - 2ab + b^2$.","In this problem, $a = 3p^2$ and $b = 4q$.",Calculate $a^2$: $(3p^2)^2 = 3^2(p^2)^2 = 9p^4$.,Calculate $2ab$: $2(3p^2)(4q) = 24p^2q$.,Calculate $b^2$: $(4q)^2 = 4^2q^2 = 16q^2$.,Substitute these into the formula: $a^2 - 2ab + b^2 = 9p^4 - 24p^2q + 16q^2$.
